ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,family_id,parent_id,bookkeeping,level,status,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids
hupa1239,Hupa,North America,41.0982,-123.68,hupa1239,hup,atha1245,cali1245,False,language,critically endangered,,,0,0,0,US
idaa1241,Ida'an,Papunesia,5.29059,118.515,idaa1241,dbj,aust1307,nort3172,False,language,vulnerable,,,0,0,3,MY
idom1241,Idoma,Africa,7.19139,7.71261,idom1241,idu,atla1278,nucl1732,False,language,safe,,,0,0,4,NG
igna1246,Ignaciano,South America,-15.1188,-65.3993,igna1246,ign,araw1281,moxo1234,False,language,definitely endangered,,,0,0,0,BO
ilok1237,Iloko,Papunesia,15.9361,120.993,ilok1237,ilo,aust1307,nort3238,False,language,safe,,,0,0,0,PH
indo1316,Indonesian,Papunesia,-7.33458,109.716,indo1316,ind,aust1307,indo1326,False,language,safe,,,0,0,2,ID NL PH SA SG US
indo1317,Indonesian Bajau,Papunesia,-3.68664,122.253,indo1317,bdl,aust1307,born1254,False,language,vulnerable,,,0,0,11,ID
inon1237,Inonhan,Papunesia,12.284,122.03,inon1237,loc,aust1307,west2820,False,language,safe,,,0,0,4,PH
irar1238,Irarutu,Papunesia,-2.94438,133.586,irar1238,irh,aust1307,nabi1238,False,language,vulnerable,,,0,0,0,ID
iris1253,Irish,Eurasia,53.2186,-7.61509,iris1253,gle,indo1319,west2822,False,language,definitely endangered,,,0,0,3,GB IE
iron1242,Iron,Eurasia,,,iron1242,,indo1319,osse1243,False,dialect,safe,,,0,0,0,
ital1282,Italian,Eurasia,43.0464,12.6489,ital1282,ita,indo1319,ital1287,False,language,safe,,,0,0,4,AT CH FR HR IT SI SM VA
itza1241,Itzá,North America,17.0269,-89.8734,itza1241,itz,maya1287,mopa1242,False,language,severely endangered,,,0,0,0,GT
ivat1242,Itbayat,Papunesia,20.3848,121.975,ivat1242,ivv,aust1307,yami1257,False,language,safe,,,0,0,3,PH
iwai1244,Iwaidja,Australia,-11.3379,132.453,iwai1244,ibd,iwai1246,cent2228,False,language,definitely endangered,,,0,0,1,AU
jamb1236,Jambi Malay,Papunesia,-2.6469,103.13,jamb1236,jax,aust1307,indo1326,False,language,safe,,,0,0,3,ID
jams1239,Jamsay Dogon,Africa,14.1794,-2.57999,jams1239,djm,dogo1299,plai1257,False,language,safe,,,0,0,5,BF ML
jauj1238,Jauja Wanca Quechua,South America,-11.6747,-75.2786,jauj1238,qxw,quec1387,jauj1237,False,language,severely endangered,,,0,0,0,PE
java1254,Javanese,Papunesia,-0.572307,110.885,java1254,jav,aust1307,mode1251,False,language,safe,,,0,0,24,ID MY
jeme1245,Towa,North America,35.5994,-106.766,jeme1245,tow,kiow1265,kiow1265,False,language,definitely endangered,,,0,0,0,US
juku1254,Jukun Takum,Africa,7.20236,10.2576,juku1254,jbu,atla1278,juku1259,False,language,safe,,,0,0,2,CM NG
kaba1278,Kabardian,Eurasia,43.5082,43.3918,kaba1278,kbd,abkh1242,circ1239,False,language,vulnerable,,,0,0,1,RU TR
kaby1243,Kabyle,Africa,36.4103,4.76137,kaby1243,kab,afro1255,kaby1244,False,language,vulnerable,,,0,0,2,DZ
kaga1255,Kagan Kalagan,Papunesia,7.10698,125.61,kaga1255,kll,aust1307,kaga1259,False,language,safe,,,0,0,0,PH
kaga1256,Kagayanen,Papunesia,10.4656,119.872,kaga1256,cgc,aust1307,nort2884,False,language,safe,,,0,0,0,PH
kala1373,Kalami,Eurasia,35.5303,72.5738,kala1373,gwc,indo1319,dirs1236,False,language,definitely endangered,,,0,0,6,PK
kala1399,Kalaallisut,North America,69.3761,-52.864,kala1399,kal,eski1264,gree1280,False,language,vulnerable,,,0,0,0,GL
kalm1243,Oirad-Kalmyk,Eurasia,46.566667,45.316667,kalm1243,xal,mong1329,oira1261,False,language,definitely endangered,,,0,0,20,CN KZ MN RU
kamb1299,Kambera,Papunesia,-9.88447,120.235,kamb1299,xbr,aust1307,kamb1320,False,language,safe,,,0,0,7,ID
kana1281,Kanauji,Eurasia,27.1074,79.2883,kana1281,bjj,indo1319,west2812,False,language,vulnerable,,,0,0,3,IN
kana1286,Kanakanavu,Papunesia,23.3235,120.887,kana1286,xnb,aust1307,kana1292,False,language,critically endangered,,,0,0,0,TW
kano1245,Kanoê,South America,-12.1789,-64.5812,kano1245,kxo,,,False,language,critically endangered,,,0,0,0,BR
kapr1245,Kapriman,Papunesia,-4.51011,143.241,kapr1245,dju,sepi1257,kapr1244,False,language,vulnerable,,,0,0,2,PG
karb1241,Hills Karbi,Eurasia,25.7317,93.0462,karb1241,mjw,sino1245,karb1240,False,language,safe,,,0,0,3,IN
kari1301,Karipúna Creole French,South America,3.42825,-51.6888,kari1301,kmv,indo1319,guya1252,False,language,vulnerable,,,0,0,0,BR
kaur1271,Kaure-Narau,Papunesia,-3.39188,140.14,kaur1271,bpp,,,False,language,definitely endangered,,,0,0,0,ID
kawa1283,Kawaiisu,North America,36.0538,-118.679,kawa1283,xaw,utoa1244,sout2968,False,language,critically endangered,,,0,0,0,US
kaza1248,Kazakh,Eurasia,41.8729,65.7709,kaza1248,kaz,turk1311,sout2701,False,language,safe,,,0,0,3,AF CN IR KG KZ MN RU TJ TM UZ
keda1252,Kedang,Papunesia,-8.23039,123.77,keda1252,ksx,aust1307,flor1239,False,language,safe,,,0,0,0,ID
kemb1249,Mateq,Papunesia,0.66181,110.468,kemb1249,xem,aust1307,sout2922,False,language,safe,,,0,0,0,ID MY
kend1254,Kendayan,Papunesia,1.47957,109.467,kend1254,knx,aust1307,west2821,False,language,safe,,,0,0,2,ID MY
keri1250,Kerinci,Papunesia,-1.93668,101.403,keri1250,kvr,aust1307,nucl1733,False,language,vulnerable,,,0,0,5,ID
kham1281,Khamnigan Mongol,Eurasia,49.0,117.0,kham1281,,mong1329,oira1260,False,language,severely endangered,,,0,0,0,CN
khan1273,Kazym-Berezover-Suryskarer Khanty,Eurasia,62.4308,66.1218,khan1273,kca,ural1272,nort3264,False,language,definitely endangered,,,0,0,4,RU
khva1239,Khwarshi-Inkhoqwari,Eurasia,42.2743,45.9977,khva1239,khv,nakh1245,west2429,False,language,definitely endangered,,,0,0,2,RU
kima1246,Kimaama,Papunesia,-8.01899,138.355,kima1246,kig,kolo1268,kima1245,False,language,vulnerable,,,0,0,0,ID
kiny1244,Kinyarwanda,Africa,-1.56771,29.6441,kiny1244,kin,atla1278,rwan1241,False,language,safe,,,0,0,7,BI CD RW TZ UG
kipu1237,Kiput,Papunesia,4.16535,114.367,kipu1237,kyi,aust1307,cent2272,False,language,definitely endangered,,,0,0,3,BN MY
kist1241,Kistane,Africa,8.33561,38.4763,kist1241,gru,afro1255,ngro1237,False,language,safe,,,0,0,2,ET
kitj1240,Kitja,Australia,-17.5758,127.392,kitj1240,gia,jarr1235,jarr1235,False,language,severely endangered,,,0,0,0,AU
kolc1235,Kol (Cameroon),Africa,3.65994,12.8574,kolc1235,biw,atla1278,maka1324,False,language,safe,,,0,0,4,CM
kome1238,Komering,Papunesia,-3.79215,105.107,kome1238,kge,aust1307,lamp1241,False,language,vulnerable,,,0,0,0,ID
komi1268,Komi-Zyrian,Eurasia,64.0527,54.946,komi1268,kpv,ural1272,komi1267,False,language,critically endangered,,,0,0,0,RU
komi1269,Komi-Permyak,Eurasia,59.6602,54.7959,komi1269,koi,ural1272,komi1267,False,language,vulnerable,,,0,0,3,RU
komi1277,Komi-Yazva,Eurasia,60.717,55.756,komi1277,,ural1272,komi1267,False,language,definitely endangered,,,0,0,0,RU
komo1261,Komodo,Papunesia,-8.64518,119.477,komo1261,kvh,aust1307,mang1430,False,language,vulnerable,,,0,0,0,ID
kona1242,Konai,Papunesia,-5.66011,142.069,kona1242,kxw,east2433,east2433,False,language,safe,,,0,0,0,PG
koon1245,Koonzime,Africa,3.25933,13.54152,koon1245,ozm,atla1278,njem1234,False,language,safe,,,0,0,2,CM
kora1294,Korafe-Yegha,Papunesia,-9.07,149.267,kora1294,kpr,nucl1709,gaen1235,False,language,safe,,,0,0,1,PG
kori1263,Koriko,Papunesia,,,kori1263,,manu1261,doro1266,False,dialect,safe,,,0,0,0,
kove1237,Kove,Papunesia,-5.58623,149.63,kove1237,kvc,aust1307,kali1298,False,language,definitely endangered,,,0,0,0,PG
koya1253,Koyaga,Africa,8.29177,-6.23255,koya1253,kga,mand1469,koro1315,False,language,safe,,,0,0,4,CI
koyr1240,Koyra Chiini Songhay,Africa,16.192,-3.73962,koyr1240,khq,song1307,nort2822,False,language,safe,,,0,0,2,ML MR
koyr1242,Koyraboro Senni Songhai,Africa,16.9634,-0.55187,koyr1242,ses,song1307,east2431,False,language,safe,,,0,0,0,ML NE
krio1252,Kriol,Australia,-18.135,137.669,krio1252,rop,indo1319,paci1280,False,language,safe,,,0,0,0,AU
kuan1248,Kuanua,Papunesia,-4.30986,152.114,kuan1248,ksd,aust1307,mini1257,False,language,safe,,,0,0,14,PG
kuma1280,Kuman,Papunesia,-5.90586,144.977,kuma1280,kue,nucl1709,kuma1279,False,language,safe,,,0,0,3,PG
kumi1248,Tipai,North America,32.331,-116.604,kumi1248,dih,coch1271,dieg1234,False,language,severely endangered,,,0,0,0,MX US
kupa1239,Kupang Malay,Papunesia,-10.2526,123.63,kupa1239,mkn,aust1307,east2743,False,language,safe,,,0,0,1,ID
kuru1302,Kurukh,Eurasia,24.4644,86.4657,kuru1302,kru,drav1251,kuru1301,False,language,vulnerable,,,0,0,2,BD BT IN
kute1248,Kutep,Africa,7.07479,10.0916,kute1248,kub,atla1278,juku1257,False,language,safe,,,0,0,5,CM NG
kute1249,Kutenai,North America,48.7892,-115.065,kute1249,kut,,,False,language,severely endangered,,,0,0,0,CA US
kuwa1246,Kuwaataay,Africa,12.48255,-16.74835,kuwa1246,cwt,atla1278,kwat1245,False,language,definitely endangered,,,0,0,0,SN
kwaz1243,Kwaza,South America,-11.6667,-61.1833,kwaz1243,xwa,,,False,language,severely endangered,,,0,0,0,BR
lagw1237,Lagwan,Africa,11.5592,14.9884,lagw1237,kot,afro1255,koto1263,False,language,vulnerable,,,0,0,3,CM NG TD
lahu1253,Lahu,Eurasia,21.2701,100.214,lahu1253,lhu,sino1245,laho1234,False,language,safe,,,0,0,4,CN LA MM TH VN
laiy1246,Laiyolo,Papunesia,-6.45512,120.483,laiy1246,lji,aust1307,kala1393,False,language,definitely endangered,,,0,0,2,ID
lala1268,Lala,Papunesia,-8.93195,146.749,lala1268,nrz,aust1307,nucl1506,False,language,safe,,,0,0,0,PG
lama1277,Lamaholot,Papunesia,-8.36439,122.803,lama1277,slp,aust1307,flor1242,False,language,safe,,,0,0,12,ID
lamb1269,Lambadi,Eurasia,16.5734,76.9717,lamb1269,lmn,indo1319,raja1256,False,language,safe,,,0,0,3,IN
lamp1242,Lampung Nyo,Papunesia,-4.43957,105.397,lamp1242,abl,aust1307,lamp1241,False,language,safe,,,0,0,3,ID
lamp1243,Lampung Api,Papunesia,-5.73463,105.037,lamp1243,ljp,aust1307,lamp1241,False,language,vulnerable,,,0,0,0,ID
laoo1244,Lao,Eurasia,16.0726,104.568,laoo1244,lao,taik1256,laot1235,False,language,safe,,,0,0,6,KH LA TH
lara1260,Larantuka Malay,Papunesia,-8.4746,122.7619,lara1260,lrt,aust1307,east2743,False,language,vulnerable,,,0,0,0,ID
lari1255,Larike-Wakasihu,Papunesia,-3.76522,127.956,lari1255,alo,aust1307,east2468,False,language,vulnerable,,,0,0,3,ID
lati1261,Latin,Eurasia,41.9026,12.4502,lati1261,lat,indo1319,impe1234,False,language,extinct,,,0,0,0,VA
lavu1241,Lavukaleve,Papunesia,-9.05569,159.119,lavu1241,lvk,,,False,language,definitely endangered,,,0,0,0,SB
ledo1238,Ledo Kaili,Papunesia,-1.03033,120.132,ledo1238,lew,aust1307,kail1254,False,language,safe,,,0,0,10,ID
lega1249,Lega-Shabunda,Africa,-3.83196,27.1424,lega1249,lea,atla1278,west2869,False,language,safe,,,0,0,6,CD
lele1266,Lele (Guinea),Africa,8.98043,-10.371,lele1266,llc,mand1469,nucl1445,False,language,safe,,,0,0,4,GN
leti1246,Leti (Indonesia),Papunesia,-8.19808,127.674,leti1246,lti,aust1307,luan1262,False,language,definitely endangered,,,0,0,0,ID
lewo1244,Lewotobi,Papunesia,-8.54573,122.747,lewo1244,lwt,aust1307,flor1242,False,language,safe,,,0,0,0,ID
libe1240,Kru Pidgin English,Africa,6.423,-10.5284,libe1240,lir,pidg1258,engl1287,False,language,safe,,,0,0,0,LR
lioo1240,Li'o,Papunesia,-8.68615,121.832,lioo1240,ljl,aust1307,ende1245,False,language,safe,,,0,0,0,ID
lish1245,Lishanid Noshan,Eurasia,44.065281,36.213298,lish1245,aij,afro1255,sout3213,False,language,severely endangered,,,0,0,12,IL
lish1247,Lishana Deni,Eurasia,31.7745,35.2225,lish1247,lsd,afro1255,nort3242,False,language,definitely endangered,,,0,0,8,IL
lith1251,Lithuanian,Eurasia,55.1429,23.9601,lith1251,lit,indo1319,east2280,False,language,safe,,,0,0,9,BY LT LV PL RU
logb1245,Logba,Africa,6.92838,0.43068,logb1245,lgq,atla1278,nato1234,False,language,definitely endangered,,,0,0,0,GH
loto1240,Lo-Toga,Papunesia,-13.334872,166.634338,loto1240,lht,aust1307,hiwl1234,False,language,definitely endangered,,,0,0,0,VU
louu1245,Lou,Papunesia,-2.38659,147.346,louu1245,loj,aust1307,loup1244,False,language,safe,,,0,0,1,PG
luch1239,Luchazi,Africa,-14.0648,22.2437,luch1239,lch,atla1278,ngan1306,False,language,safe,,,0,0,0,AO NA ZM
lund1271,Lundayeh,Papunesia,4.25064,115.5,lund1271,lnd,aust1307,kela1257,False,language,safe,,,0,0,11,BN ID MY
luok1236,Luo (Kenya and Tanzania),Africa,-0.93296,34.4896,luok1236,luo,nilo1247,adho1242,False,language,safe,,,0,0,0,KE TZ
lusi1240,Lusi,Papunesia,-5.55033,149.148,lusi1240,khl,aust1307,kali1298,False,language,safe,,,0,0,1,PG
mach1266,Machame,Africa,-3.29385,37.0703,mach1266,jmc,atla1278,west2852,False,language,safe,,,0,0,5,TZ
madh1244,Madhi Madhi,Australia,-34.5,143.5,madh1244,dmd,pama1250,west2443,False,dialect,extinct,,,0,0,0,AU
maib1239,Maybrat-Karon,Papunesia,-1.3679,132.591,maib1239,ayz,,,False,language,safe,,,0,0,6,ID
mait1250,Maithili,Eurasia,26.3817,86.2211,mait1250,mai,indo1319,mait1255,False,language,safe,,,0,0,17,IN NP
maka1305,Makassar Malay,Papunesia,-5.16108,119.408,maka1305,mfp,aust1307,vehi1234,False,language,extinct,,,0,0,0,ID
maka1311,Makasar,Papunesia,-5.65551,119.838,maka1311,mak,aust1307,nucl1727,False,language,vulnerable,,,0,0,3,ID
maka1316,Makasae-Makalero,Papunesia,-8.65843,126.507,maka1316,mkz,timo1261,east2520,False,language,safe,,,0,0,2,TL
makl1245,Maklere,Papunesia,,,makl1245,mjb,timo1261,maka1316,False,dialect,safe,,,0,0,0,
mala1481,Manado Malay,Papunesia,1.48099,124.843,mala1481,xmm,aust1307,mana1300,False,language,safe,,,0,0,0,ID
mala1494,Mala (Papua New Guinea),Papunesia,-4.35889,145.04,mala1494,ped,nucl1709,kauk1240,False,language,safe,,,0,0,0,PG
mama1276,Mamasa,Papunesia,-3.0811,119.484,mama1276,mqj,aust1307,tora1260,False,language,safe,,,0,0,3,ID
mamb1294,Mambai,Africa,9.6121,14.0013,mamb1294,mcs,atla1278,tupu1245,False,language,vulnerable,,,0,0,0,CM TD
mamm1241,Mam,North America,14.8034,-91.7231,mamm1241,mam,maya1287,mame1240,False,language,vulnerable,,,0,0,0,GT MX
mana1298,Manambu,Papunesia,-4.19082,142.862,mana1298,mle,nduu1242,mana1303,False,language,definitely endangered,,,0,0,0,PG
mand1415,Mandarin Chinese,Eurasia,40.0209,116.228,mand1415,cmn,sino1245,mand1471,False,language,safe,,,0,0,31,CN KP LA MM MN RU TW VN
mang1381,Mangarrayi,Australia,-14.7982,133.803,mang1381,mpc,mang1423,mang1423,False,language,critically endangered,,,0,0,0,AU
mans1258,Northern Mansi,Eurasia,64.4118,61.344,mans1258,mns,ural1272,nort3271,False,language,definitely endangered,,,0,0,4,RU
mans1262,Mansaka,Papunesia,6.79221,126.181,mans1262,msk,aust1307,east2477,False,language,vulnerable,,,0,0,0,PH
mapu1245,Mapudungun,South America,-38.7392,-71.277,mapu1245,arn,arau1255,arau1255,False,language,definitely endangered,,,0,0,3,AR CL
mara1378,Marathi,Eurasia,17.9344,76.6665,mara1378,mar,indo1319,mara1416,False,language,safe,,,0,0,5,IN
mara1404,Maranao,Papunesia,7.79414,124.175,mara1404,mrw,aust1307,dana1253,False,language,safe,,,0,0,0,PH
marg1265,Marghi Central,Africa,10.93854,13.0521,marg1265,mrt,afro1255,bium1270,False,language,safe,,,0,0,4,NG
mart1256,Martu Wangka,Australia,-24.3194,121.954,mart1256,mpj,pama1250,warn1245,False,language,definitely endangered,,,0,0,5,AU
mati1250,Matigsalug Manobo,Papunesia,7.72124,125.16,mati1250,mbt,aust1307,cent2088,False,language,safe,,,0,0,4,PH
maun1240,Mawng,Australia,-11.8393,133.185,maun1240,mph,iwai1246,iwai1246,False,language,vulnerable,,,0,0,0,AU
mauw1238,Mauwake,Papunesia,-4.52416,145.394,mauw1238,mhl,nucl1709,kumi1249,False,language,safe,,,0,0,0,PG
mawa1270,Mawa (Chad),Africa,11.7461,18.2999,mawa1270,mcw,afro1255,east2710,False,language,definitely endangered,,,0,0,0,TD
maya1282,Misool-Salawati Ma'ya,Papunesia,-1.22329,130.909,maya1282,slz,aust1307,raja1258,False,language,vulnerable,,,0,0,3,ID
mehe1243,Mehek,Papunesia,-3.70927,142.498,mehe1243,nux,sepi1257,mehe1244,False,language,definitely endangered,,,0,0,0,PG
mezq1235,Mezquital Otomi,North America,20.2274,-99.5564,mezq1235,ote,otom1299,nort3201,False,language,safe,,,0,0,0,MX US
mian1256,Mian,Papunesia,-4.70881,141.523,mian1256,mpt,nucl1709,mian1255,False,language,definitely endangered,,,0,0,3,PG
midd1357,Middle Clarence Bandjalang,Australia,-29.042737,152.780249,midd1357,bdy,pama1250,inla1268,False,language,safe,,,0,0,4,AU
miga1241,Migabac,Papunesia,-6.33237,147.713,miga1241,mpp,nucl1709,moma1244,False,language,safe,,,0,0,3,PG
mini1251,Minigir,Papunesia,-4.31803,152.005,mini1251,vmg,aust1307,mini1257,False,language,safe,,,0,0,0,PG
minn1241,Min Nan Chinese,Eurasia,24.5,118.17,minn1241,nan,sino1245,coas1318,False,language,safe,,,0,0,20,CN TW
mlah1239,Mlahsö,Eurasia,37.0311,41.2209,mlah1239,lhs,afro1255,turo1240,False,language,extinct,,,0,0,0,SY
moco1246,Mocoví,South America,-28.097,-60.4145,moco1246,moc,guai1249,qomm1235,False,language,definitely endangered,,,0,0,0,AR
mode1248,Modern Greek,Eurasia,42.3224,24.8699,mode1248,ell,indo1319,koin1234,False,language,severely endangered,,,0,0,31,AL BG CY EG GR IT MK RO TR UA
moks1248,Moksha,Eurasia,54.1855,42.6728,moks1248,mdf,ural1272,mord1256,False,language,safe,,,0,0,0,RU
molb1237,Molbog,Papunesia,7.956663,117.030502,molb1237,pwm,aust1307,molb1238,False,language,safe,,,0,0,0,MY PH
mong1330,Mongolia Buriat,Eurasia,48.7686,109.005,mong1330,bxm,mong1329,buri1258,False,language,vulnerable,,,0,0,2,CN MN RU
mori1278,Morisyen,Africa,-20.2613,57.5517,mori1278,mfe,indo1319,isle1246,False,language,safe,,,0,0,0,MU
moro1287,Moronene,Papunesia,-4.62361,121.824,moro1287,mqn,aust1307,east2489,False,language,vulnerable,,,0,0,4,ID
moro1289,Marori,Papunesia,-8.5692,140.688,moro1289,mok,,,False,language,definitely endangered,,,0,0,0,ID
moro1292,Moroccan Arabic,Africa,32.5,-7.5,moro1292,ary,afro1255,moro1295,False,language,safe,,,0,0,7,DZ EH MA
mort1237,Mortlockese,Papunesia,5.50735,153.710778,mort1237,mrl,aust1307,mort1238,False,language,definitely endangered,,,0,0,3,FM
mose1249,Mosetén-Chimané,South America,-14.64448,-67.83756,mose1249,cas,,,False,language,vulnerable,,,0,0,0,BO
mota1237,Mota,Papunesia,-13.835361,167.690924,mota1237,mtt,aust1307,torr1262,False,language,definitely endangered,,,0,0,0,VU
mudu1242,Muduapa,Papunesia,-4.69751,149.489,mudu1242,wiv,aust1307,bali1280,False,language,safe,,,0,0,0,PG
muna1247,Muna,Papunesia,-5.40419,122.541,muna1247,mnb,aust1307,west2847,False,language,vulnerable,,,0,0,23,ID
mund1330,Mundurukú,South America,-8.41095,-57.691,mund1330,myu,tupi1275,mund1329,False,language,definitely endangered,,,0,0,0,BR
munj1244,Munji,Eurasia,35.9321,70.9404,munj1244,mnj,indo1319,yidg1239,False,language,definitely endangered,,,0,0,4,AF
murr1258,Murriny Patha,Australia,-14.74852,129.70152,murr1258,mwf,sout2772,sout2772,False,language,definitely endangered,,,0,0,3,AU
musa1266,Aisi,Papunesia,-5.37407,145.197,musa1266,mmq,nucl1709,aisi1234,False,language,definitely endangered,,,0,0,0,PG
musl1236,Muslim Tat,Eurasia,41.425062,46.645589,musl1236,ttt,indo1319,cauc1242,False,language,severely endangered,,,0,0,11,AZ IR
muss1246,Mussau-Emira,Papunesia,-1.44105,149.624,muss1246,emi,aust1307,stma1240,False,language,definitely endangered,,,0,0,4,PG
naka1262,Nakanai,Papunesia,-5.59931,150.888,naka1262,nak,aust1307,naka1266,False,language,safe,,,0,0,5,PG
nali1244,Nalik,Papunesia,-2.94411,151.332,nali1244,nal,aust1307,tung1294,False,language,safe,,,0,0,0,PG
nama1264,Nama (Namibia),Africa,-25.0747,17.9767,nama1264,naq,khoe1240,nort3245,False,language,vulnerable,,,0,0,6,BW NA ZA
nang1262,Nanggu,Papunesia,-10.7441,165.887,nang1262,ngr,aust1307,reef1242,False,language,severely endangered,,,0,0,0,SB
napu1241,Napu,Papunesia,-1.43707,120.338,napu1241,npy,aust1307,bada1260,False,language,definitely endangered,,,0,0,0,ID
naue1237,Nauete,Papunesia,-8.70733,126.741,naue1237,nxa,aust1307,kawa1289,False,language,definitely endangered,,,0,0,2,TL
nava1243,Navajo,North America,36.2106,-110.082,nava1243,nav,atha1245,west2810,False,language,safe,,,0,0,0,US
naxi1245,Naxi,Eurasia,27.5,100.0,naxi1245,nxq,sino1245,nais1236,False,language,safe,,,0,0,3,CN
nene1249,Tundra Nenets,Eurasia,66.1775,71.0234,nene1249,yrk,ural1272,nene1251,False,language,definitely endangered,,,0,0,3,RU
neng1238,Nengone,Papunesia,-21.5305,167.964,neng1238,nen,aust1307,loya1239,False,language,safe,,,0,0,0,NC
nepa1254,Nepali,Eurasia,28.0,85.0,nepa1254,npi,indo1319,east1436,False,language,safe,,,0,0,9,NP
nese1235,Nese,Papunesia,-15.952608,167.222769,nese1235,,aust1307,nort3230,False,language,definitely endangered,,,0,0,0,VU
ngal1292,Ngalkbun,Australia,-13.9783,133.936,ngal1292,ngk,gunw1250,cent2231,False,language,critically endangered,,,0,0,0,AU
ngam1268,Ngambay,Africa,8.57051,15.414,ngam1268,sba,cent2225,sara1345,False,language,safe,,,0,0,5,CM NG TD
ngka1235,Ngkontar Ngkolmpu,Papunesia,-8.87044,140.818,ngka1235,kcd,more1255,ngka1236,False,language,definitely endangered,,,0,0,0,ID PG
nhan1238,Nhanda,Australia,-27.42523643,114.2680442,nhan1238,nha,pama1250,kart1249,False,language,critically endangered,,,0,0,0,AU
nica1252,Nicaragua Creole English,North America,12.4402,-83.7386,nica1252,bzk,indo1319,beli1261,False,language,vulnerable,,,0,0,0,NI
noga1249,Nogai,Eurasia,43.5917,46.6618,noga1249,nog,turk1311,sout2701,False,language,definitely endangered,,,0,0,6,KZ RU
nort2641,Northern Kurdish,Eurasia,37.0,43.0,nort2641,kmr,indo1319,kurd1259,False,language,safe,,,0,0,15,AM AZ IQ IR JO KW SY TM TR
nort2646,Northern Pashto,Eurasia,34.0,71.33,nort2646,pbu,indo1319,nucl1276,False,language,safe,,,0,0,11,AF IN PK
nort2690,Northern Uzbek,Eurasia,43.7489,59.231,nort2690,uzn,turk1311,uzbe1247,False,language,safe,,,0,0,0,AF CN KG KZ TJ TM UZ
nort2697,North Azerbaijani,Eurasia,40.9777,46.4737,nort2697,azj,turk1311,mode1262,False,language,safe,,,0,0,20,AM AZ GE IR RU TR
nort2828,North Moluccan Malay,Papunesia,-0.86437,128.323,nort2828,max,aust1307,mana1300,False,language,safe,,,0,0,0,ID
nort2976,North Bolivian Quechua,South America,-14.4014,-68.7894,nort2976,qul,quec1387,boli1262,False,language,safe,,,0,0,3,BO PE
nort2980,North Junín Quechua,South America,-11.2132,-75.8128,nort2980,qvn,quec1387,yaru1256,False,language,vulnerable,,,0,0,0,PE
nort3139,North Levantine Arabic,Eurasia,34.1709,36.0468,nort3139,apc,afro1255,leva1239,False,language,safe,,,0,0,11,IL LB SY TR
nort3142,North Mesopotamian Arabic,Eurasia,36.2986,42.0047,nort3142,ayp,afro1255,qelt1235,False,language,safe,,,0,0,0,IQ JO SY TR
nubi1253,Nubi,Africa,-0.183215,34.7552,nubi1253,kcn,afro1255,suda1235,False,language,definitely endangered,,,0,0,0,KE UG US
nucl1235,Eastern Armenian,Eurasia,40.0,45.0,nucl1235,hye,indo1319,east2768,False,language,definitely endangered,,,0,0,18,AM AZ GE IR SY TR
nucl1301,Turkish,Eurasia,39.8667,32.8667,nucl1301,tur,turk1311,west2406,False,language,safe,,,0,0,10,AL AM AZ BG CY GE GR IQ IR MK SY TR
nucl1302,Georgian,Eurasia,41.850397,43.78613,nucl1302,kat,kart1248,geor1253,False,language,safe,,,0,0,16,AM AZ GE IR RU TR
nucl1310,Burmese,Eurasia,20.7926,93.9665,nucl1310,mya,sino1245,oldm1246,False,language,definitely endangered,,,0,0,3,BD MM TH
nucl1440,Masalit,Africa,13.2733,22.1752,nucl1440,mls,maba1274,masa1301,False,language,safe,,,0,0,5,SD TD
nucl1454,Yawa,Papunesia,-1.77196,136.263,nucl1454,yva,yawa1259,yawa1259,False,language,safe,,,0,0,5,ID
nucl1460,Madurese,Papunesia,-7.0,113.0,nucl1460,mad,aust1307,madu1247,False,language,safe,,,0,0,6,ID
nucl1594,Mairasi,Papunesia,-3.4511,134.071,nucl1594,zrs,mair1253,mair1253,False,language,safe,,,0,0,1,ID
nucl1622,Marind,Papunesia,-8.15651,140.009,nucl1622,mrz,anim1240,nucl1621,False,language,vulnerable,,,0,0,5,ID PG
nucl1633,Nimboran,Papunesia,-2.5803,140.179,nucl1633,nir,nimb1257,nimb1257,False,language,severely endangered,,,0,0,0,ID
nucl1634,Skou,Papunesia,-2.64378,140.902,nucl1634,skv,skoo1245,skou1239,False,language,definitely endangered,,,0,0,0,ID
nucl1643,Japanese,Eurasia,35.0,135.0,nucl1643,jpn,japo1237,japa1258,False,language,safe,,,0,0,125,JP
nucl1706,Mandaic,Eurasia,31.3443,48.8128,nucl1706,mid,afro1255,mand1468,False,language,severely endangered,,,0,0,3,AU IQ IR US
nung1290,Wubuy,Australia,-14.2623,135.753,nung1290,nuy,gunw1250,wubu1239,False,language,definitely endangered,,,0,0,0,AU
nuuc1236,Nuu-chah-nulth,North America,49.67,-126.67,nuuc1236,nuk,waka1280,noot1238,False,language,critically endangered,,,0,0,0,US
nyam1271,Nyamal,Australia,-21.6092,119.693,nyam1271,nly,pama1250,nort3178,False,language,critically endangered,,,0,0,0,AU
ocot1243,Ocotepec Mixtec,North America,17.1823,-97.751,ocot1243,mie,otom1299,west2824,False,language,vulnerable,,,0,0,1,MX
